ranking_id,season_id,is_finals,elim_idx_in_season
758,s37_spies_lies_allies,False,2
759,s37_spies_lies_allies,False,3
760,s37_spies_lies_allies,False,4
761,s37_spies_lies_allies,False,5
762,s37_spies_lies_allies,False,6
763,s37_spies_lies_allies,False,7
764,s37_spies_lies_allies,False,8
765,s37_spies_lies_allies,False,9
766,s37_spies_lies_allies,False,10
767,s37_spies_lies_allies,False,11
768,s37_spies_lies_allies,False,12
769,s37_spies_lies_allies,False,13
770,s37_spies_lies_allies,False,14
771,s37_spies_lies_allies,False,15
772,s37_spies_lies_allies,False,16
773,s37_spies_lies_allies,False,17
774,s37_spies_lies_allies,False,18
775,s37_spies_lies_allies,False,19
776,s37_spies_lies_allies,False,20
777,s37_spies_lies_allies,False,21
778,s37_spies_lies_allies,False,22
779,s37_spies_lies_allies,False,23
780,s37_spies_lies_allies,False,24
781,s37_spies_lies_allies,False,25
782,s37_spies_lies_allies,False,26
783,s37_spies_lies_allies,False,27
784,s37_spies_lies_allies,False,28
785,s37_spies_lies_allies,False,29
786,s37_spies_lies_allies,False,30
787,s37_spies_lies_allies,False,31
788,s37_spies_lies_allies,False,32
789,s37_spies_lies_allies,False,33
