season_id,player,episode,game,opponent,fandom_result
s38_ride_or_dies,Chauncey Palmer,15,Rumble Tumble,Jordan Wiseley,L
s39_battle_for_a_new_champion,Chauncey Palmer,2,Might Light,James Lock,L
s18_the_ruins,Chet Cannon,1,Shoots and Ladders,Wes Bergmann,L
s23_battle_of_the_seasons_2012,Chet Cannon,3,Knot So Fast,Brandon Nelson,W
s23_battle_of_the_seasons_2012,Chet Cannon,3,Knot So Fast,Cara Maria Sorbello,W
s23_battle_of_the_seasons_2012,Chet Cannon,5,Balls Out,McKenzie Coburn,W
s23_battle_of_the_seasons_2012,Chet Cannon,5,Balls Out,Preston Charles,W
s25_free_agents,Chet Cannon,1,Balls In,Frank Fox,?
s28_rivals_iii,Cheyenne Floyd,2,Back It Up,Jessica McCain,L
s28_rivals_iii,Cheyenne Floyd,2,Back It Up,Johnny Reilly,L
s08_the_inferno,Christena Pyle,8,Noise Pollution,Mallory Snyder,W
s27_battle_of_the_bloodlines,Christina LeBlanc,1,End of My Rope,Jenna Compono,L
s28_rivals_iii,Christina LeBlanc,10/11,Spun Out,Ashley Mitchell,W
s28_rivals_iii,Christina LeBlanc,10/11,Spun Out,Cory Wharton,W
s28_rivals_iii,Christina LeBlanc,11,Shattered Dreams,Nany González,L
s28_rivals_iii,Christina LeBlanc,11,Shattered Dreams,Wes Bergmann,L
s16_the_island,Cohutta Grindstaff,6,Rat in a Cage,Derrick Kosinski,L
s18_the_ruins,Cohutta Grindstaff,5,Spool,Wes Bergmann,W
s18_the_ruins,Cohutta Grindstaff,6,Hog Tie,Syrus Yarbrough,W
s18_the_ruins,Cohutta Grindstaff,7,Crunch,Darrell Taylor,L
s25_free_agents,Cohutta Grindstaff,8,Oppenheimer,Preston Roberson-Charles,W
s25_free_agents,Cohutta Grindstaff,9,Balls In,Leroy Garrett,L
s27_battle_of_the_bloodlines,Cohutta Grindstaff,2,Squaring Off,Thomas Buell,L
s14_the_inferno_3,Colie,8,Spokesmodel,Jenn Grijalva,L
s16_the_island,Colie,7,Timber,Johanna Botta,L
s38_ride_or_dies,Colleen Schneider,4,Flipping Wasted,Analyse Talavera,W
s38_ride_or_dies,Colleen Schneider,4,Flipping Wasted,Tommy Bracco,W
s38_ride_or_dies,Colleen Schneider,5,Give Me Some Slack,Jakk Maddox,L
s38_ride_or_dies,Colleen Schneider,5,Give Me Some Slack,Laurel Stucky,L
s07_the_gauntlet,Coral Smith,5,Dead Man's Drop,Tina Barta,W
s15_the_gauntlet_iii,Coral Smith,5,Ball Brawl,Beth Stolarczyk,W
s37_spies_lies_allies,Corey Lay,1,Back Me Up,Michaela Bradshaw,W
s37_spies_lies_allies,Corey Lay,1,Back Me Up,Renan Hellemans,W
s37_spies_lies_allies,Corey Lay,4,Down to the Wire,Amber Borzotra,L
s37_spies_lies_allies,Corey Lay,4,Down to the Wire,Hughie Maughan,L
s39_battle_for_a_new_champion,Corey Lay,18,Control Elimination,Jay Starrett,W
s28_rivals_iii,Cory Wharton,10/11,Spun Out,Christina LeBlanc,L
s28_rivals_iii,Cory Wharton,10/11,Spun Out,Nate Siebenmark,L
s29_invasion_of_the_champions,Cory Wharton,3,Who's Got Balls,Theo King-Bradley,W
s29_invasion_of_the_champions,Cory Wharton,11/12,Inside Out,Nelson Thomas,L
s30_xxx_dirty_30,Cory Wharton,3,Balls to the Wall,Derrick Henry,W
s30_xxx_dirty_30,Cory Wharton,7/8,Deadweight,Hunter Barfield,L
s31_vendettas,Cory Wharton,3,Balls of Fire,Nelson Thomas,L
s32_final_reckoning,Cory Wharton,13,Shake It Off,Amanda Garcia,W
s32_final_reckoning,Cory Wharton,13,Shake It Off,Zach Nichols,W
s32_final_reckoning,Cory Wharton,13,Shake It Off,Da'Vonne Rogers,W
s32_final_reckoning,Cory Wharton,13,Shake It Off,Jozea Flores,W
s35_total_madness,Cory Wharton,12,Launch Button,Swaggy C Williams,W
s36_double_agents,Cory Wharton,14,Snapping Point,Darrell Taylor,W
s37_spies_lies_allies,Cory Wharton,9,Hang in the Balance,Amber Borzotra,W
s37_spies_lies_allies,Cory Wharton,9,Hang in the Balance,Jeremiah White,W
s37_spies_lies_allies,Cory Wharton,13,Rope Burn,Logan Sampedro,L
s40_battle_of_the_eras,Cory Wharton,6,To the Point,Brad Fiorenza,W
s40_battle_of_the_eras,Cory Wharton,8,Fate of the Gladiators,Derrick Kosinski,W
s40_battle_of_the_eras,Cory Wharton,14,Coming from Behind,Josh Martinez,W
s40_battle_of_the_eras,Cory Wharton,16,Closing Time,Derek Chavez,L
s32_final_reckoning,Da'Vonne Rogers,9,Think Tank,Kam Williams,L
s32_final_reckoning,Da'Vonne Rogers,9,Think Tank,Kayleigh Morris,L
s32_final_reckoning,Da'Vonne Rogers,13,Shake It Off,Cory Wharton,L
s32_final_reckoning,Da'Vonne Rogers,13,Shake It Off,Devin Walker,L
s33_war_of_the_worlds,Da'Vonne Rogers,6,Sandbag Burn,Leroy Garrett,W
s33_war_of_the_worlds,Da'Vonne Rogers,6,Sandbag Burn,Shaleen Sutherland,W
s33_war_of_the_worlds,Da'Vonne Rogers,8,Push & Pole,Jenna Compono,W
s33_war_of_the_worlds,Da'Vonne Rogers,8,Push & Pole,Gus Smyrnios,W
s33_war_of_the_worlds,Da'Vonne Rogers,14,Tug O' War,Dee Nguyen,W
s10_the_inferno_ii,Dan Renzi,2,Hang Tough,Jon Brennan,W
s10_the_inferno_ii,Dan Renzi,14,Pegged,Landon Lueck,L
s16_the_island,Dan Walsh,5,Bridge It,Evelyn Smith,L
s16_the_island,Dan Walsh,8,Water Bound,Evelyn Smith,L
s20_cutthroat,Dan Walsh,7,Die Hard,Dunbar Merrill,L
s11_the_gauntlet_2,Danny Dias,4,Beach Brawl,Alton Williams,L
s12_fresh_meat,Danny Jamieson,2,Beach Course,Wes Bergmann,L
s12_fresh_meat,Danny Jamieson,2,Beach Course,Casey Cooper,L
s14_the_inferno_3,Danny Jamieson,6,Watch Your Back,Davis Mallory,L
s15_the_gauntlet_iii,Danny Jamieson,9,Ball Brawl,Adam King,L
s18_the_ruins,Danny Jamieson,4,Oh-Ring,Darrell Taylor,L
s19_fresh_meat_ii,Danny Jamieson,5,Lost and Found,Jillian Zoboroski,L
s19_fresh_meat_ii,Danny Jamieson,5,Lost and Found,Pete Connolly,L
s23_battle_of_the_seasons_2012,Danny Jamieson,2,Balls Out,Camila Nakagawa,L
s23_battle_of_the_seasons_2012,Danny Jamieson,2,Balls Out,Big Easy Banks,L
s28_rivals_iii,Dario Medrano,12,Tunnel Vision,Nany González,W
s28_rivals_iii,Dario Medrano,12,Tunnel Vision,Wes Bergmann,W
s28_rivals_iii,Dario Medrano,13,Don't Wine for Me Argentina,Johnny Bananas,L
s28_rivals_iii,Dario Medrano,13,Don't Wine for Me Argentina,Sarah Rice,L
s29_invasion_of_the_champions,Dario Medrano,8,Bell Ringer,Nelson Thomas,L
s30_xxx_dirty_30,Dario Medrano,12,Web of Lies,Tony Raines,L
s12_fresh_meat,Darrell Taylor,15,Forest Course,Derrick Kosinski,W
s12_fresh_meat,Darrell Taylor,15,Forest Course,Diem Brown,W
s18_the_ruins,Darrell Taylor,4,Oh-Ring,Danny Jamieson,W
s18_the_ruins,Darrell Taylor,7,Crunch,Cohutta Grindstaff,W
s19_fresh_meat_ii,Darrell Taylor,1,Lost and Found,Jillian Zoboroski,L
s19_fresh_meat_ii,Darrell Taylor,1,Lost and Found,Pete Connolly,L
s29_invasion_of_the_champions,Darrell Taylor,7,Pole Wrestle,Zach Nichols,W
s29_invasion_of_the_champions,Darrell Taylor,9/10,Balls In,Johnny Bananas,W
s29_invasion_of_the_champions,Darrell Taylor,12/13,Knot So Fast,CT Tamburello,L
s36_double_agents,Darrell Taylor,12,Dead Ringer,Devin Walker,W
s36_double_agents,Darrell Taylor,14,Snapping Point,Cory Wharton,L
s38_ride_or_dies,Darrell Taylor,7,Deep Web,Amber Borzotra,L
s38_ride_or_dies,Darrell Taylor,7,Deep Web,Chauncey Palmer,L
s40_battle_of_the_eras,Darrell Taylor,3,One Step at a Time,Tony Raines,W
s40_battle_of_the_eras,Darrell Taylor,7,Boxster-phobia,Kyland Young,L
s07_the_gauntlet,David Broom,1,Dead Man's Drop,Sarah Greyson,L
s08_the_inferno,David Burns,16,Smell You Later,Katie Cooley,L
s14_the_inferno_3,Davis Mallory,6,Watch Your Back,Danny Jamieson,W
s14_the_inferno_3,Davis Mallory,14,Corner Ball,Derrick Kosinski,L
s17_the_duel_ii,Davis Mallory,3,Spot On,Evan Starkman,L
s21_rivals,Davis Mallory,| 2,| Blast Off,Kenny Santucci,L
s21_rivals,Davis Mallory,| 2,| Blast Off,Wes Bergmann,L
s33_war_of_the_worlds,Dee Nguyen,5,Lights Out,Zach Nichols,W
s33_war_of_the_worlds,Dee Nguyen,5,Lights Out,Zahida Allen,W
s33_war_of_the_worlds,Dee Nguyen,14,Tug O' War,Da'Vonne Rogers,L
s35_total_madness,Dee Nguyen,4,Code Breaker,Ashley Mitchell,W
s35_total_madness,Dee Nguyen,11,Tunnel Vision,Mattie Lynn Breaux,W
s35_total_madness,Dee Nguyen,15,Hall Brawl,Jenny West,L
s41_vets_and_new_threats,Dee Valladares,12,Bad Dreams,Theo Campbell,L
s41_vets_and_new_threats,Dee Valladares,12,Bad Dreams,Adrienne Naylor,L
s20_cutthroat,Derek Chavez,1,Handcuffs,Brandon Nelson,L
s23_battle_of_the_seasons_2012,Derek Chavez,11,Knot So Fast,Ashley Kelsey,L
s23_battle_of_the_seasons_2012,Derek Chavez,11,Knot So Fast,Frank Fox,L
s24_rivals_ii,Derek Chavez,1,Last Chance,Dunbar Merrill,W
s24_rivals_ii,Derek Chavez,1,Last Chance,Tyri Ballard-Brown,W
s24_rivals_ii,Derek Chavez,3,Snapper,Ryan Knight,L
s24_rivals_ii,Derek Chavez,3,Snapper,Preston Roberson-Charles,L
s40_battle_of_the_eras,Derek Chavez,16,Closing Time,Cory Wharton,W
s41_vets_and_new_threats,Derek Chavez,5,Him Collider,Ben Davis,W
s41_vets_and_new_threats,Derek Chavez,8,Pole Wrestle,CT Tamburello,L
s15_the_gauntlet_iii,Derek McCray,5,Sliders,Ryan Kehoe,L
s17_the_duel_ii,Derek McCray,6,Duel Pole Dancing,Big Easy Banks,W
s17_the_duel_ii,Derek McCray,8,Spot On,Evan Starkman,L
s30_xxx_dirty_30,Derrick Henry,3,Balls to the Wall,Cory Wharton,L
s32_final_reckoning,Derrick Henry,7,Ramp It Up,Joss Mooney,L
s32_final_reckoning,Derrick Henry,7,Ramp It Up,Sylvia Elsrode,L
s11_the_gauntlet_2,Derrick Kosinski,2,Name That Coconut,Adam Larson,W
s11_the_gauntlet_2,Derrick Kosinski,8,Beach Brawl,Ace Amerson,W
s11_the_gauntlet_2,Derrick Kosinski,10,Beach Brawl,Syrus Yarbrough,W
s11_the_gauntlet_2,Derrick Kosinski,14,Name That Coconut,Brad Fiorenza,W
s11_the_gauntlet_2,Derrick Kosinski,16/17,Reverse Tug-O-War,Timmy Beggy,L
s12_fresh_meat,Derrick Kosinski,15,Forest Course,Darrell Taylor,L
s12_fresh_meat,Derrick Kosinski,15,Forest Course,Aviv Melmed,L
s13_the_duel,Derrick Kosinski,3,Ascender,Tyler Duckworth,W
s13_the_duel,Derrick Kosinski,9,Pole Wrestle,Wes Bergmann,L
s14_the_inferno_3,Derrick Kosinski,14,Corner Ball,Davis Mallory,W
s16_the_island,Derrick Kosinski,2,Ring Wrestle,Abram Boise,L
s16_the_island,Derrick Kosinski,6,Rat in a Cage,Cohutta Grindstaff,L
s20_cutthroat,Derrick Kosinski,6,Handcuffs,Brandon Nelson,W
s20_cutthroat,Derrick Kosinski,9/10,Pole Me Over,Tyler Duckworth,L
s30_xxx_dirty_30,Derrick Kosinski,14,The Reel World,Johnny Bananas,W
s40_battle_of_the_eras,Derrick Kosinski,2,Pole Wrestle,Mark Long,W
s40_battle_of_the_eras,Derrick Kosinski,4,Pick It Up,Horacio Gutiérrez Jr.,W
s40_battle_of_the_eras,Derrick Kosinski,8,Fate of the Gladiators,Cory Wharton,L
s41_vets_and_new_threats,Derrick Kosinski,12,Bad Dreams,Theo Campbell,L
s41_vets_and_new_threats,Derrick Kosinski,12,Bad Dreams,Adrienne Naylor,L
s28_rivals_iii,Devin Walker,2,Back It Up,Jessica McCain,L
s28_rivals_iii,Devin Walker,2,Back It Up,Johnny Reilly,L
s31_vendettas,Devin Walker,10,Not So Bright,Johnny Bananas,W
s32_final_reckoning,Devin Walker,13,Shake It Off,Amanda Garcia,W
s32_final_reckoning,Devin Walker,13,Shake It Off,Zach Nichols,W
s32_final_reckoning,Devin Walker,13,Shake It Off,Da'Vonne Rogers,W
s32_final_reckoning,Devin Walker,13,Shake It Off,Jozea Flores,W
s36_double_agents,Devin Walker,3,Snapping Point,Wes Bergmann,W
s36_double_agents,Devin Walker,12,Dead Ringer,Darrell Taylor,L
s37_spies_lies_allies,Devin Walker,18,Triple Threat,Emanuel Neagu,W
s38_ride_or_dies,Devin Walker,1,You Move I Move,Kailah Casillas-Bird,W
s38_ride_or_dies,Devin Walker,1,You Move I Move,Sam Bird,W
s40_battle_of_the_eras,Devin Walker,9,Cable Connection Showdown,Kyland Young,L
s23_battle_of_the_seasons_2012,Devyn Simone,5,Water Torture,Camila Nakagawa,W
s23_battle_of_the_seasons_2012,Devyn Simone,5,Water Torture,Big Easy Banks,W
s12_fresh_meat,Diem Brown,15,Forest Course,Darrell Taylor,L
s12_fresh_meat,Diem Brown,15,Forest Course,Aviv Melmed,L
s13_the_duel,Diem Brown,14,I Can,Aneesa Ferreira,L
s17_the_duel_ii,Diem Brown,8,Push Over,Jenn Grijalva,W
s17_the_duel_ii,Diem Brown,10,Push Over,Brittini Sherrod,L
s18_the_ruins,Diem Brown,1,Shoots and Ladders,Tonya Cooley,L
s24_rivals_ii,Diem Brown,10/11,Hanging by a Thread,Camila Nakagawa,L
s24_rivals_ii,Diem Brown,10/11,Hanging by a Thread,Jemmye Carroll,L
s17_the_duel_ii,Dunbar Merrill,7,The Elevator,MJ Garrett,L
s18_the_ruins,Dunbar Merrill,8/9,Rag Doll,Johnny Bananas,L
s20_cutthroat,Dunbar Merrill,7,Die Hard,Dan Walsh,W
s22_battle_of_the_exes,Dunbar Merrill,6,Banded Together,Aneesa Ferreira,W
s22_battle_of_the_exes,Dunbar Merrill,6,Banded Together,Rachel Robinson,W
s22_battle_of_the_exes,Dunbar Merrill,8,Hall Pass,Emily Schromm,L
s22_battle_of_the_exes,Dunbar Merrill,8,Hall Pass,Ty Ruff,L
s24_rivals_ii,Dunbar Merrill,1,Last Chance,Derek Chavez,L
s24_rivals_ii,Dunbar Merrill,1,Last Chance,Robb Schreiber,L
s23_battle_of_the_seasons_2012,Dustin Zito,6,Knot So Fast,Laura Waller,W
s23_battle_of_the_seasons_2012,Dustin Zito,6,Knot So Fast,Trey Weatherholtz,W
s23_battle_of_the_seasons_2012,Dustin Zito,10,Water Torture,Marie Roda,W
s23_battle_of_the_seasons_2012,Dustin Zito,10,Water Torture,Robb Schreiber,W
s25_free_agents,Dustin Zito,2,Wrecking Wall,Frank Fox,L
s26_battle_of_the_exes_ii,Dustin Zito,1,Pole Position,Adam Kuhn,L
s26_battle_of_the_exes_ii,Dustin Zito,1,Pole Position,Brittany Baldi,L
s37_spies_lies_allies,Ed Eason,2,Flipping Agents,Kelz Dyke,W
s37_spies_lies_allies,Ed Eason,2,Flipping Agents,Tracy Candela,W
s37_spies_lies_allies,Ed Eason,11,Pole Wrestle,Kyle Christie,L
s07_the_gauntlet,Elka Walker,7,Knock Your Block Off,Cara Zavaleta,L
s37_spies_lies_allies,Emanuel Neagu,17,Rocket Run,Logan Sampedro,W
s37_spies_lies_allies,Emanuel Neagu,18,Triple Threat,Devin Walker,L
s20_cutthroat,Emilee Fitzpatrick,1,Handcuffs,Camila Nakagawa,L
s25_free_agents,Emilee Fitzpatrick,2,Wrecking Wall,Jonna Mannion,L
s20_cutthroat,Emily Schromm,6,Handcuffs,Melinda Collins,W
s20_cutthroat,Emily Schromm,9/10,Pole Me Over,Paula Meronek,W
s22_battle_of_the_exes,Emily Schromm,3,Banded Together,Leroy Garrett,W
s22_battle_of_the_exes,Emily Schromm,3,Banded Together,Naomi Defensor,W
s22_battle_of_the_exes,Emily Schromm,5,X Battle,Abram Boise,W
s22_battle_of_the_exes,Emily Schromm,5,X Battle,Cara Maria Sorbello,W
s22_battle_of_the_exes,Emily Schromm,8,Hall Pass,Dunbar Merrill,W
s22_battle_of_the_exes,Emily Schromm,8,Hall Pass,Paula Meronek,W
s40_battle_of_the_eras,Emily Schromm,5,Getting Hammered,Tina Barta,L
s37_spies_lies_allies,Emy Alupei,2,Flipping Agents,Kelz Dyke,W
s37_spies_lies_allies,Emy Alupei,2,Flipping Agents,Tracy Candela,W
s37_spies_lies_allies,Emy Alupei,7,Rage Cage,Esther Agunbiade,W
s37_spies_lies_allies,Emy Alupei,12,Bombs Away,Bettina Buchanan,W
s37_spies_lies_allies,Emy Alupei,16,License to Chill,Big T Fazakerley,W
s37_spies_lies_allies,Esther Agunbiade,7,Rage Cage,Emy Alupei,L
s34_war_of_the_worlds_2,Esther Falana,8,Running Riot,Georgia Harrison,L
s13_the_duel,Evan Starkman,13,Ascender,CT Tamburello,L
s15_the_gauntlet_iii,Evan Starkman,3,Sliders,Johnny Bananas,W
s17_the_duel_ii,Evan Starkman,3,Spot On,Davis Mallory,W
s17_the_duel_ii,Evan Starkman,4,The Elevator,Nehemiah Clark,W
s17_the_duel_ii,Evan Starkman,8,Spot On,Derek McCray,W
s21_rivals,Evan Starkman,| 6,| Rail Slide,Adam King,L
s21_rivals,Evan Starkman,| 6,| Rail Slide,CT Tamburello,L
s12_fresh_meat,Evelyn Smith,2,Beach Course,Wes Bergmann,L
s12_fresh_meat,Evelyn Smith,2,Beach Course,Casey Cooper,L
s15_the_gauntlet_iii,Evelyn Smith,7,Ball Brawl,Casey Cooper,W
s16_the_island,Evelyn Smith,5,Bridge It,Dan Walsh,L
s16_the_island,Evelyn Smith,8,Water Bound,Dan Walsh,L
s18_the_ruins,Evelyn Smith,2,Shadowfighter,KellyAnne Judd,L
s19_fresh_meat_ii,Evelyn Smith,3,Lost and Found,Paula Meronek,W
s19_fresh_meat_ii,Evelyn Smith,3,Lost and Found,Jeff Barr,W
s19_fresh_meat_ii,Evelyn Smith,7,Lost and Found,Wes Bergmann,W
s19_fresh_meat_ii,Evelyn Smith,7,Lost and Found,Mandi Moyer,W
s19_fresh_meat_ii,Evelyn Smith,8/9,Weight for Me: Black Out,Landon Lueck,L
s19_fresh_meat_ii,Evelyn Smith,8/9,Weight for Me: Black Out,Carley Johnson,L
s21_rivals,Evelyn Smith,1,Hands On,Aneesa Ferreira,W
s21_rivals,Evelyn Smith,1,Hands On,Robin Hibbard,W
s32_final_reckoning,Faith Stowers,8,No Slack,Ashley Mitchell,L
s32_final_reckoning,Faith Stowers,8,No Slack,Hunter Barfield,L
s35_total_madness,Faysal Shafaat,8,Pole Wrestle,Jordan Wiseley,W
s36_double_agents,Faysal Shafaat,4,Hall Brawl,Nelson Thomas,W
s36_double_agents,Faysal Shafaat,17,Hall Brawl,Kyle Christie,W
s38_ride_or_dies,Faysal Shafaat,12,Spearheaded,Nelson Thomas,W
s38_ride_or_dies,Faysal Shafaat,14,Don't Let Me Down,Aneesa Ferreira,W
s38_ride_or_dies,Faysal Shafaat,14,Don't Let Me Down,Jordan Wiseley,W
s38_ride_or_dies,Faysal Shafaat,14,Don't Let Me Down,Kaycee Clark,W
s38_ride_or_dies,Faysal Shafaat,14,Don't Let Me Down,Kenny Clark,W
s38_ride_or_dies,Faysal Shafaat,16,Bridge It,Johnny Bananas,L
s38_ride_or_dies,Faysal Shafaat,16,Bridge It,Nany González,L
s23_battle_of_the_seasons_2012,Frank Fox,11,Knot So Fast,Derek Chavez,W
s23_battle_of_the_seasons_2012,Frank Fox,11,Knot So Fast,Jonna Mannion,W
s25_free_agents,Frank Fox,1,Balls In,Chet Cannon,W
s25_free_agents,Frank Fox,2,Wrecking Wall,Dustin Zito,W
s15_the_gauntlet_iii,Frank Roessler,2,Force Field,Tyler Duckworth,W
s15_the_gauntlet_iii,Frank Roessler,4,Sliders,Zach Mann,W
s15_the_gauntlet_iii,Frank Roessler,6,Ankle Breaker,MJ Garrett,W
s36_double_agents,Gabby Allen,13,Ring of Spies,Nany González,L
s41_vets_and_new_threats,Gabe Wai,4,Hold 'Em Back,Johnny Bananas,W
s41_vets_and_new_threats,Gabe Wai,11,Pull It Together,Aviv Melmed,L
s41_vets_and_new_threats,Gabe Wai,11,Pull It Together,Yeremi Hykel,L
s37_spies_lies_allies,Gabo Szabó,5,Higher Assets,Logan Sampedro,L
s33_war_of_the_worlds,Georgia Harrison,2,Drone Ball Drop,Ashley Mitchell,W
s33_war_of_the_worlds,Georgia Harrison,2,Drone Ball Drop,Chase McNary,W
s33_war_of_the_worlds,Georgia Harrison,12,Chair'd Remains,Nany González,W
s34_war_of_the_worlds_2,Georgia Harrison,2,Firestarter,Big T Fazakerley,W
s34_war_of_the_worlds_2,Georgia Harrison,8,Running Riot,Esther Falana,W
s34_war_of_the_worlds_2,Georgia Harrison,10,Blockbuster,Tori Deal,L
s33_war_of_the_worlds,Gus Smyrnios,8,Push & Pole,Da'Vonne Rogers,L
s33_war_of_the_worlds,Gus Smyrnios,8,Push & Pole,Stephen Bear,L
s26_battle_of_the_exes_ii,Hailey Chivers,2,Banded Together,Averey Tressler,L
s26_battle_of_the_exes_ii,Hailey Chivers,2,Banded Together,Johnny Reilly,L
s24_rivals_ii,Heather Cooke,2,Hanging by a Thread,Anastasia Miller,W
s24_rivals_ii,Heather Cooke,2,Hanging by a Thread,Jessica McCain,W
s24_rivals_ii,Heather Cooke,8,Snapper,Jonna Mannion,W
s24_rivals_ii,Heather Cooke,8,Snapper,Nany González,W
s08_the_inferno,Holly Shand,4,Chili Counter,Trishelle Cannatella,W
s38_ride_or_dies,Horacio Gutiérrez Jr.,2,Memory Lane,Tamara Alfaro,W
s38_ride_or_dies,Horacio Gutiérrez Jr.,2,Memory Lane,Turbo Çamkıran,W
s38_ride_or_dies,Horacio Gutiérrez Jr.,3,Double Decker,Johnny Middlebrooks,W
s38_ride_or_dies,Horacio Gutiérrez Jr.,3,Double Decker,Ravyn Rochelle,W
s38_ride_or_dies,Horacio Gutiérrez Jr.,8,Spun Out,Jay Starrett,W
s38_ride_or_dies,Horacio Gutiérrez Jr.,8,Spun Out,Michele Fitzgerald,W
s38_ride_or_dies,Horacio Gutiérrez Jr.,10,Breaking Barriers,Kenny Clark,W
s38_ride_or_dies,Horacio Gutiérrez Jr.,14,Balls In,Jordan Wiseley,W
s39_battle_for_a_new_champion,Horacio Gutiérrez Jr.,15,Conquest Elimination,Kyland Young,L
s39_battle_for_a_new_champion,Horacio Gutiérrez Jr.,16,Conquest Elimination,Kyland Young,L
s40_battle_of_the_eras,Horacio Gutiérrez Jr.,4,Pick It Up,Derrick Kosinski,L
s37_spies_lies_allies,Hughie Maughan,4,Down to the Wire,Corey Lay,W
s37_spies_lies_allies,Hughie Maughan,4,Down to the Wire,Michele Fitzgerald,W
s37_spies_lies_allies,Hughie Maughan,8,Race to Escape,Jeremiah White,L
s37_spies_lies_allies,Hughie Maughan,8,Race to Escape,Priscilla Anyabu,L
s39_battle_for_a_new_champion,Hughie Maughan,4,How I Roll,Kyland Young,L
s30_xxx_dirty_30,Hunter Barfield,7/8,Deadweight,Cory Wharton,W
s30_xxx_dirty_30,Hunter Barfield,9,Rampage,Nelson Thomas,L
s30_xxx_dirty_30,Hunter Barfield,13,Body Check,Leroy Garrett,W
s32_final_reckoning,Hunter Barfield,8,No Slack,Angela Babicz,W
s32_final_reckoning,Hunter Barfield,8,No Slack,Faith Stowers,W
s33_war_of_the_worlds,Hunter Barfield,2,Drone Ball Drop,Ashley Mitchell,W
s33_war_of_the_worlds,Hunter Barfield,2,Drone Ball Drop,Chase McNary,W
s33_war_of_the_worlds,Hunter Barfield,16,Walk Tiny,Natalie Duran,L
s18_the_ruins,Ibis Nieves,5,Spool,Kimberly Alexander,L
s34_war_of_the_worlds_2,Idris Virgo,1,Pole Wrestle,Sean Lineker,W
s34_war_of_the_worlds_2,Idris Virgo,9,Break Free,Theo Campbell,L
s07_the_gauntlet,Irulan Wilson,13,Dead Man's Drop,Sarah Greyson,L
s17_the_duel_ii,Isaac Stout,5,Spot On,Landon Lueck,L
s25_free_agents,Isaac Stout,5,Balls In,Johnny Bananas,L
s41_vets_and_new_threats,Izzy Fairthorne,7,Pick It Up Again,Tay Wilcoxson,L
s20_cutthroat,JD Ordoñez,2,Back Up Off Me,Brandon Nelson,L
s23_battle_of_the_seasons_2012,JD Ordoñez,| 5,| Water Torture,Camila Nakagawa,W
s23_battle_of_the_seasons_2012,JD Ordoñez,| 5,| Water Torture,Big Easy Banks,W
s33_war_of_the_worlds,JP Andrade,4,Ring Tossed,CT Tamburello,L
s41_vets_and_new_threats,Jake Cornish,15,Loose Ends,Theo Campbell,L
s41_vets_and_new_threats,Jake Cornish,15,Loose Ends,Adrienne Naylor,L
s38_ride_or_dies,Jakk Maddox,5,Give Me Some Slack,Colleen Schneider,W
s38_ride_or_dies,Jakk Maddox,5,Give Me Some Slack,Kim Tränka,W
s38_ride_or_dies,Jakk Maddox,6,In Your Face,Aneesa Ferreira,L
s38_ride_or_dies,Jakk Maddox,6,In Your Face,Jordan Wiseley,L
s39_battle_for_a_new_champion,James Lock,2,Might Light,Chauncey Palmer,W
s39_battle_for_a_new_champion,James Lock,17,Conquest Elimination,Nurys Mateo,L
s27_battle_of_the_bloodlines,Jamie Banks,9,Hand It Over,Mike Boise,W
s27_battle_of_the_bloodlines,Jamie Banks,10,Through Thick and Thin,Johnny Bananas,W
s27_battle_of_the_bloodlines,Jamie Banks,10,Through Thick and Thin,Vince Gliatta,W
s28_rivals_iii,Jamie Banks,7,Chill Out,Amanda Garcia,W
s28_rivals_iii,Jamie Banks,7,Chill Out,Nelson Thomas,W
s28_rivals_iii,Jamie Banks,9,Hear Me Out,Nany González,L
s28_rivals_iii,Jamie Banks,9,Hear Me Out,Wes Bergmann,L
s15_the_gauntlet_iii,Janelle Casanave,4,Ball Brawl,Jillian Zoboroski,L
s21_rivals,Jasmine Reynaud,5,Unburied,Katelynn Cusanelli,W
s21_rivals,Jasmine Reynaud,5,Unburied,Sarah Rice,W
s21_rivals,Jasmine Reynaud,7,Blast Off,Cara Maria Sorbello,L
s21_rivals,Jasmine Reynaud,7,Blast Off,Laurel Stucky,L
s22_battle_of_the_exes,Jasmine Reynaud,4,X Knocks the Spot,Aneesa Ferreira,L
s22_battle_of_the_exes,Jasmine Reynaud,4,X Knocks the Spot,Rachel Robinson,L
s23_battle_of_the_seasons_2012,Jasmine Reynaud,8,Hall Brawl,Sam McGinn,L
s23_battle_of_the_seasons_2012,Jasmine Reynaud,8,Hall Brawl,Zach Nichols,L
s24_rivals_ii,Jasmine Reynaud,6,Catch-22,Camila Nakagawa,L
s24_rivals_ii,Jasmine Reynaud,6,Catch-22,Jemmye Carroll,L
s25_free_agents,Jasmine Reynaud,5,Balls In,Laurel Stucky,L
s35_total_madness,Jay Starrett,1,Air Strike,Asaf Goren,W
s35_total_madness,Jay Starrett,3,Take Shelter,CT Tamburello,W
s35_total_madness,Jay Starrett,5/6,Fire Ball,Rogan O'Connor,?
s36_double_agents,Jay Starrett,7,Fire Escape,Leroy Garrett,L
s38_ride_or_dies,Jay Starrett,8,Spun Out,Horacio Gutiérrez Jr.,L
s38_ride_or_dies,Jay Starrett,8,Spun Out,Olivia Kaiser,L
