season_id,player,episode,game,opponent,fandom_result
s08_the_inferno,Leah Gillingwater,14/15,Brick by Brick,Kendal Sheppard,L
s41_vets_and_new_threats,Leka Sodade,6,Out of Time,Olivia Kaiser,L
s41_vets_and_new_threats,Leonardo Dionicio,14,Weight Me Up,Turbo Çamkıran,L
s41_vets_and_new_threats,Leonardo Dionicio,14,Weight Me Up,Sydney Segal,L
s22_battle_of_the_exes,Leroy Garrett,2,X Battle,Mandi Moyer,W
s22_battle_of_the_exes,Leroy Garrett,2,X Battle,Wes Bergmann,W
s22_battle_of_the_exes,Leroy Garrett,3,Banded Together,Emily Schromm,L
s22_battle_of_the_exes,Leroy Garrett,3,Banded Together,Ty Ruff,L
s24_rivals_ii,Leroy Garrett,5,Breaking on Through,Trey Weatherholtz,W
s24_rivals_ii,Leroy Garrett,5,Breaking on Through,Zach Nichols,W
s24_rivals_ii,Leroy Garrett,7,Last Chance,Jordan Wiseley,L
s24_rivals_ii,Leroy Garrett,7,Last Chance,Marlon Williams,L
s25_free_agents,Leroy Garrett,9,Balls In,Cohutta Grindstaff,W
s25_free_agents,Leroy Garrett,11,Wrecking Wall,CT Tamburello,L
s26_battle_of_the_exes_ii,Leroy Garrett,5,Strung Out,Johnny Bananas,W
s26_battle_of_the_exes_ii,Leroy Garrett,5,Strung Out,Nany González,W
s26_battle_of_the_exes_ii,Leroy Garrett,7,Hooking Up,Averey Tressler,W
s26_battle_of_the_exes_ii,Leroy Garrett,7,Hooking Up,Johnny Reilly,W
s26_battle_of_the_exes_ii,Leroy Garrett,9/10,Hall Brawl,Theresa Jones,W
s26_battle_of_the_exes_ii,Leroy Garrett,9/10,Hall Brawl,Wes Bergmann,W
s26_battle_of_the_exes_ii,Leroy Garrett,10/11,X-Battle,Johnny Bananas,W
s26_battle_of_the_exes_ii,Leroy Garrett,10/11,X-Battle,Nany González,W
s30_xxx_dirty_30,Leroy Garrett,13,Body Check,Hunter Barfield,L
s31_vendettas,Leroy Garrett,13,Head Banger,Brad Fiorenza,W
s33_war_of_the_worlds,Leroy Garrett,6,Sandbag Burn,Da'Vonne Rogers,L
s33_war_of_the_worlds,Leroy Garrett,6,Sandbag Burn,Stephen Bear,L
s36_double_agents,Leroy Garrett,7,Fire Escape,Jay Starrett,W
s40_battle_of_the_eras,Leroy Garrett,2,Balls In,Tony Raines,L
s41_vets_and_new_threats,Leroy Garrett,13,Think Alike,Theo Campbell,L
s41_vets_and_new_threats,Leroy Garrett,13,Think Alike,Adrienne Naylor,L
s12_fresh_meat,Linette Gallo,12,Cliffside Course,Wes Bergmann,L
s12_fresh_meat,Linette Gallo,12,Cliffside Course,Casey Cooper,L
s37_spies_lies_allies,Logan Sampedro,5,Higher Assets,Gabo Szabó,W
s37_spies_lies_allies,Logan Sampedro,13,Rope Burn,Cory Wharton,W
s37_spies_lies_allies,Logan Sampedro,17,Rocket Run,Emanuel Neagu,L
s19_fresh_meat_ii,Luke Wolfe,3,Lost and Found,Paula Moreneck,W
s19_fresh_meat_ii,Luke Wolfe,3,Lost and Found,Jeff Barr,W
s19_fresh_meat_ii,Luke Wolfe,7,Lost and Found,Wes Bergmann,W
s19_fresh_meat_ii,Luke Wolfe,7,Lost and Found,Mandi Moyer,W
s19_fresh_meat_ii,Luke Wolfe,8/9,|Weight for Me: Black Out,Landon Lueck,L
s19_fresh_meat_ii,Luke Wolfe,8/9,|Weight for Me: Black Out,Carley Johnson,L
s20_cutthroat,Luke Wolfe,4,Swat,Big Easy Banks,W
s15_the_gauntlet_iii,MJ Garrett,6,Ankle Breaker,Frank Roessler,L
s17_the_duel_ii,MJ Garrett,2,Push Over,Ryan Kehoe,W
s17_the_duel_ii,MJ Garrett,7,The Elevator,Dunbar Merrill,W
s17_the_duel_ii,MJ Garrett,10,Duel Pole Dancing,Brad Fiorenza,L
s08_the_inferno,Mallory Snyder,8,Noise Pollution,Christena Pyle,L
s19_fresh_meat_ii,Mandi Moyer,7,Lost and Found,Evelyn Smith,L
s19_fresh_meat_ii,Mandi Moyer,7,Lost and Found,Luke Wolfe,L
s20_cutthroat,Mandi Moyer,2,Back Up Off Me,Cara Maria Sorbello,L
s22_battle_of_the_exes,Mandi Moyer,1,X Knocks the Spot,Nate Stodghill,W
s22_battle_of_the_exes,Mandi Moyer,1,X Knocks the Spot,Priscilla Mendez,W
s22_battle_of_the_exes,Mandi Moyer,2,X Battle,Leroy Garrett,L
s22_battle_of_the_exes,Mandi Moyer,2,X Battle,Naomi Defensor,L
s23_battle_of_the_seasons_2012,Marie Roda,9,Balls Out,Alton Williams,W
s23_battle_of_the_seasons_2012,Marie Roda,9,Balls Out,Nany González,W
s23_battle_of_the_seasons_2012,Marie Roda,10,Water Torture,Dustin Zito,L
s23_battle_of_the_seasons_2012,Marie Roda,10,Water Torture,Trishelle Cannatella,L
s29_invasion_of_the_champions,Marie Roda,2,In the Trenches,Kailah Casillas-Bird,L
s30_xxx_dirty_30,Marie Roda,7,Striptease,Tori Deal,L
s31_vendettas,Marie Roda,9,Basket Case,Kailah Casillas-Bird,L
s32_final_reckoning,Marie Roda,15,Meet Me Halfway,Nelson Thomas,L
s32_final_reckoning,Marie Roda,15,Meet Me Halfway,Shane Landrum,L
s22_battle_of_the_exes,Mark Long,9,X Battle,Camila Nakagawa,L
s22_battle_of_the_exes,Mark Long,9,X Battle,Johnny Bananas,L
s40_battle_of_the_eras,Mark Long,2,Pole Wrestle,Derrick Kosinski,L
s24_rivals_ii,Marlon Williams,7,Last Chance,Leroy Garrett,W
s24_rivals_ii,Marlon Williams,7,Last Chance,Ty Ruff,W
s24_rivals_ii,Marlon Williams,9,Breaking on Through,Ryan Knight,W
s24_rivals_ii,Marlon Williams,9,Breaking on Through,Preston Charles,W
s07_the_gauntlet,Matt Smith,6,Dead Man's Drop,Sarah Greyson,L
s33_war_of_the_worlds,Mattie Lynn Breaux,4,Ring Tossed,Julia Nolan,L
s35_total_madness,Mattie Lynn Breaux,11,Tunnel Vision,Dee Nguyen,L
s23_battle_of_the_seasons_2012,McKenzie Coburn,5,Balls Out,Chet Cannon,L
s23_battle_of_the_seasons_2012,McKenzie Coburn,5,Balls Out,Sarah Rice,L
s36_double_agents,Mechie Harris,8,Asset Destruction,Josh Martinez,L
s12_fresh_meat,Melinda Collins,4,Forest Course,Wes Bergmann,L
s12_fresh_meat,Melinda Collins,4,Forest Course,Casey Cooper,L
s15_the_gauntlet_iii,Melinda Collins,6,Ball Brawl,Tori Hall,L
s20_cutthroat,Melinda Collins,6,Handcuffs,Emily Schromm,L
s23_battle_of_the_seasons_2012,Melinda Collins,2,Balls Out,Camila Nakagawa,L
s23_battle_of_the_seasons_2012,Melinda Collins,2,Balls Out,Big Easy Banks,L
s31_vendettas,Melissa Reeves,4,Chain Reaction,Alicia Wright,W
s31_vendettas,Melissa Reeves,5,Oil and Water,Sylvia Elsrode,L
s35_total_madness,Melissa Reeves,13,Off with Your Heads,Nany González,W
s39_battle_for_a_new_champion,Melissa Reeves,9,Going Under,Tori Deal,L
s37_spies_lies_allies,Michaela Bradshaw,1,Back Me Up,Corey Lay,L
s37_spies_lies_allies,Michaela Bradshaw,1,Back Me Up,Michele Fitzgerald,L
s41_vets_and_new_threats,Michaela Bradshaw,16,Tight Quarters,Aviv Melmed,W
s41_vets_and_new_threats,Michaela Bradshaw,16,Tight Quarters,Will Gagnon,W
s41_vets_and_new_threats,Michaela Bradshaw,17,Balls In 2.0,Nany González,W
s41_vets_and_new_threats,Michaela Bradshaw,17,Balls In 2.0,Justin Hinsley,W
s37_spies_lies_allies,Michele Fitzgerald,1,Back Me Up,Michaela Bradshaw,W
s37_spies_lies_allies,Michele Fitzgerald,1,Back Me Up,Renan Hellemans,W
s37_spies_lies_allies,Michele Fitzgerald,4,Down to the Wire,Amber Borzotra,L
s37_spies_lies_allies,Michele Fitzgerald,4,Down to the Wire,Hughie Maughan,L
s38_ride_or_dies,Michele Fitzgerald,8,Spun Out,Horacio Gutiérrez Jr.,L
s38_ride_or_dies,Michele Fitzgerald,8,Spun Out,Olivia Kaiser,L
s39_battle_for_a_new_champion,Michele Fitzgerald,12,Block Head,Cara Maria Sorbello,W
s40_battle_of_the_eras,Michele Fitzgerald,7,Boxster-phobia,Tina Barta,W
s40_battle_of_the_eras,Michele Fitzgerald,11,Forty-fication,Nia Moore,W
s40_battle_of_the_eras,Michele Fitzgerald,13,Stranded,Olivia Kaiser,W
s27_battle_of_the_bloodlines,Mike Boise,7,Home Wrecker,Stephen Buell,W
s27_battle_of_the_bloodlines,Mike Boise,9,Hand It Over,Jamie Banks,L
s07_the_gauntlet,Mike Mizanin,12,Knock Your Block Off,Abram Boise,W
s08_the_inferno,Mike Mizanin,6,Human Candelabra,Jeremy Blossom,W
s27_battle_of_the_bloodlines,Mitch Reid,5,My Way or the Highway,Raphy Medrano,W
s07_the_gauntlet,Montana McGlynn,2,Ride 'Em Cowboy,Katie Cooley,L
s11_the_gauntlet_2,Montana McGlynn,9,Reverse Tug-O-War,Beth Stolarczyk,L
s33_war_of_the_worlds,Morgan Willett,3,Map It Out,Zach Nichols,L
s33_war_of_the_worlds,Morgan Willett,3,Map It Out,Zahida Allen,L
s38_ride_or_dies,Moriah Jade,13,I Can See,Nany González,L
s38_ride_or_dies,Moriah Jade,14,Don't Let Me Down,Aneesa Ferreira,W
s38_ride_or_dies,Moriah Jade,14,Don't Let Me Down,Jordan Wiseley,W
s38_ride_or_dies,Moriah Jade,14,Don't Let Me Down,Kaycee Clark,W
s38_ride_or_dies,Moriah Jade,14,Don't Let Me Down,Kenny Clark,W
s38_ride_or_dies,Moriah Jade,16,Bridge It,Johnny Bananas,L
s38_ride_or_dies,Moriah Jade,16,Bridge It,Nany González,L
s39_battle_for_a_new_champion,Moriah Jade,19,Chaos Elimination,Nurys Mateo,L
s23_battle_of_the_seasons_2012,Nany González,6,Knot So Fast,Laura Waller,W
s23_battle_of_the_seasons_2012,Nany González,6,Knot So Fast,Trey Weatherholtz,W
s23_battle_of_the_seasons_2012,Nany González,9,Balls Out,Marie Roda,L
s23_battle_of_the_seasons_2012,Nany González,9,Balls Out,Robb Schreiber,L
s24_rivals_ii,Nany González,8,Snapper,Cara Maria Sorbello,L
s24_rivals_ii,Nany González,8,Snapper,Heather Cooke,L
s26_battle_of_the_exes_ii,Nany González,5,Strung Out,Leroy Garrett,L
s26_battle_of_the_exes_ii,Nany González,5,Strung Out,Nia Moore,L
s26_battle_of_the_exes_ii,Nany González,10/11,X-Battle,Leroy Garrett,L
s26_battle_of_the_exes_ii,Nany González,10/11,X-Battle,Theresa Jones,L
s27_battle_of_the_bloodlines,Nany González,6,Ring My Bell,KellyAnne Judd,L
s28_rivals_iii,Nany González,9,Hear Me Out,Jamie Banks,W
s28_rivals_iii,Nany González,9,Hear Me Out,KellyAnne Judd,W
s28_rivals_iii,Nany González,11,Shattered Dreams,Christina LeBlanc,W
s28_rivals_iii,Nany González,11,Shattered Dreams,Nate Siebenmark,W
s28_rivals_iii,Nany González,12,Tunnel Vision,Dario Medrano,L
s28_rivals_iii,Nany González,12,Tunnel Vision,Nicole Ramos,L
s33_war_of_the_worlds,Nany González,12,Chair'd Remains,Georgia Harrison,L
s34_war_of_the_worlds_2,Nany González,14,Run for Your Life,Ashley Mitchell,L
s35_total_madness,Nany González,13,Off with Your Heads,Melissa Reeves,L
s36_double_agents,Nany González,13,Ring of Spies,Gabby Allen,W
s37_spies_lies_allies,Nany González,19,Back Me Up,Kaycee Clark,L
s38_ride_or_dies,Nany González,13,I Can See,Moriah Jade,W
s38_ride_or_dies,Nany González,16,Bridge It,Faysal Shafaat,W
s38_ride_or_dies,Nany González,16,Bridge It,Moriah Jade,W
s38_ride_or_dies,Nany González,19,Balls In,Aneesa Ferreira,W
s38_ride_or_dies,Nany González,19,Balls In,Jordan Wiseley,W
s41_vets_and_new_threats,Nany González,17,Balls In 2.0,Michaela Bradshaw,L
s41_vets_and_new_threats,Nany González,17,Balls In 2.0,Cedric Hodges,L
s22_battle_of_the_exes,Naomi Defensor,2,X Battle,Mandi Moyer,W
s22_battle_of_the_exes,Naomi Defensor,2,X Battle,Wes Bergmann,W
s22_battle_of_the_exes,Naomi Defensor,3,Banded Together,Emily Schromm,L
s22_battle_of_the_exes,Naomi Defensor,3,Banded Together,Ty Ruff,L
s36_double_agents,Natalie Anderson,1,Fire Escape,Ashley Mitchell,W
s33_war_of_the_worlds,Natalie Duran,9,Wheel of Death,Kam Williams,W
s33_war_of_the_worlds,Natalie Duran,9,Wheel of Death,Ashley Cain,W
s33_war_of_the_worlds,Natalie Duran,16,Walk Tiny,Hunter Barfield,W
s34_war_of_the_worlds_2,Natalie Duran,4,Branched Out,Laurel Stucky,W
s31_vendettas,Natalie Negrotti,12,Spanish Torture,Kam Williams,L
s32_final_reckoning,Natalie Negrotti,3,Think Outside the Box,Kam Williams,L
s32_final_reckoning,Natalie Negrotti,3,Think Outside the Box,Kayleigh Morris,L
s32_final_reckoning,Natalie Negrotti,19,Milk and Cookies,Johnny Bananas,W
s32_final_reckoning,Natalie Negrotti,19,Milk and Cookies,Tony Raines,W
s33_war_of_the_worlds,Natalie Negrotti,4,Ring Tossed,Julia Nolan,L
s28_rivals_iii,Nate Siebenmark,10/11,Spun Out,Ashley Mitchell,W
s28_rivals_iii,Nate Siebenmark,10/11,Spun Out,Cory Wharton,W
s28_rivals_iii,Nate Siebenmark,11,Shattered Dreams,Nany González,L
s28_rivals_iii,Nate Siebenmark,11,Shattered Dreams,Wes Bergmann,L
s22_battle_of_the_exes,Nate Stodghill,1,X Knocks the Spot,Mandi Moyer,L
s22_battle_of_the_exes,Nate Stodghill,1,X Knocks the Spot,Wes Bergmann,L
s13_the_duel,Nehemiah Clark,5,Ascender,Kenny Santucci,W
s13_the_duel,Nehemiah Clark,7,I Can,Big Easy Banks,L
s15_the_gauntlet_iii,Nehemiah Clark,1,Force Field,Alex Smith,W
s15_the_gauntlet_iii,Nehemiah Clark,7,Ram It Home,Ryan Kehoe,W
s17_the_duel_ii,Nehemiah Clark,4,The Elevator,Evan Starkman,L
s21_rivals,Nehemiah Clark,6,Rail Slide,Adam King,L
s21_rivals,Nehemiah Clark,6,Rail Slide,CT Tamburello,L
s40_battle_of_the_eras,Nehemiah Clark,5,Getting Hammered,CT Tamburello,W
s28_rivals_iii,Nelson Thomas,5,Weight for Me,Jessica McCain,W
s28_rivals_iii,Nelson Thomas,5,Weight for Me,Johnny Reilly,W
s28_rivals_iii,Nelson Thomas,7,Chill Out,Jamie Banks,L
s28_rivals_iii,Nelson Thomas,7,Chill Out,KellyAnne Judd,L
s29_invasion_of_the_champions,Nelson Thomas,4,Thai Rise,Anthony Bartolotte,W
s29_invasion_of_the_champions,Nelson Thomas,8,Bell Ringer,Dario Medrano,W
s29_invasion_of_the_champions,Nelson Thomas,11/12,Inside Out,Cory Wharton,L
s30_xxx_dirty_30,Nelson Thomas,9,Rampage,Hunter Barfield,W
s31_vendettas,Nelson Thomas,3,Balls of Fire,Cory Wharton,W
s31_vendettas,Nelson Thomas,11,Yankin' My Chain,Darrell Taylor,?
s32_final_reckoning,Nelson Thomas,12,Tread Lightly,Brad Fiorenza,W
s32_final_reckoning,Nelson Thomas,12,Tread Lightly,Kyle Christie,W
s32_final_reckoning,Nelson Thomas,15,Meet Me Halfway,Cara Maria Sorbello,W
s32_final_reckoning,Nelson Thomas,15,Meet Me Halfway,Marie Roda,W
s35_total_madness,Nelson Thomas,8,Pole Wrestle,Stephen Bear,W
s35_total_madness,Nelson Thomas,15,Hall Brawl,Rogan O'Connor,L
s36_double_agents,Nelson Thomas,4,Hall Brawl,Faysal Shafaat,L
s37_spies_lies_allies,Nelson Thomas,19,Back Me Up,Kyle Christie,L
s38_ride_or_dies,Nelson Thomas,12,Spearheaded,Faysal Shafaat,L
s25_free_agents,Nia Moore,3,Looper,Cara Maria Sorbello,L
s26_battle_of_the_exes_ii,Nia Moore,5,Strung Out,Johnny Bananas,W
s26_battle_of_the_exes_ii,Nia Moore,5,Strung Out,Nany González,W
s26_battle_of_the_exes_ii,Nia Moore,7,Hooking Up,Averey Tressler,W
s26_battle_of_the_exes_ii,Nia Moore,7,Hooking Up,Johnny Reilly,W
s26_battle_of_the_exes_ii,Nia Moore,9/10,Hall Brawl,Theresa Jones,W
s26_battle_of_the_exes_ii,Nia Moore,9/10,Hall Brawl,Wes Bergmann,W
s40_battle_of_the_eras,Nia Moore,2,Balls In,Amanda Garcia,W
s40_battle_of_the_eras,Nia Moore,11,Forty-fication,Michele Fitzgerald,L
s17_the_duel_ii,Nick Brown,1,The Elevator,Ryan Kehoe,L
s18_the_ruins,Nick Brown,2,Shadowfighter,Wes Bergmann,L
s34_war_of_the_worlds_2,Nicole Bass,6,Trapped,Jenny West,L
s28_rivals_iii,Nicole Ramos,12,Tunnel Vision,Nany González,W
s28_rivals_iii,Nicole Ramos,12,Tunnel Vision,Wes Bergmann,W
s28_rivals_iii,Nicole Ramos,13,Don't Wine for Me Argentina,Johnny Bananas,L
s28_rivals_iii,Nicole Ramos,13,Don't Wine for Me Argentina,Sarah Rice,L
s30_xxx_dirty_30,Nicole Ramos,9,Rampage,Britni Thornton,L
s29_invasion_of_the_champions,Nicole Zanatta,11,Inside Out,Amanda Garcia,L
s19_fresh_meat_ii,Noor Jehangir,9/10,Weight for Me: Black Out,Ryan Kehoe,W
s19_fresh_meat_ii,Noor Jehangir,9/10,Weight for Me: Black Out,Theresa Jones,W
s38_ride_or_dies,Nurys Mateo,11,Pato Brawl,Amber Borzotra,L
s39_battle_for_a_new_champion,Nurys Mateo,16,Conquest Elimination,Horacio Gutiérrez Jr.,L
s39_battle_for_a_new_champion,Nurys Mateo,17,Conquest Elimination,James Lock,L
s39_battle_for_a_new_champion,Nurys Mateo,19,Chaos Elimination,Moriah Jade,W
s40_battle_of_the_eras,Nurys Mateo,2,Hall Brawl,Olivia Kaiser,L
s38_ride_or_dies,Olivia Kaiser,2,Memory Lane,Tamara Alfaro,W
s38_ride_or_dies,Olivia Kaiser,2,Memory Lane,Turbo Çamkıran,W
s38_ride_or_dies,Olivia Kaiser,3,Double Decker,Johnny Middlebrooks,W
s38_ride_or_dies,Olivia Kaiser,3,Double Decker,Ravyn Rochelle,W
s38_ride_or_dies,Olivia Kaiser,8,Spun Out,Jay Starrett,W
s38_ride_or_dies,Olivia Kaiser,8,Spun Out,Michele Fitzgerald,W
s39_battle_for_a_new_champion,Olivia Kaiser,17,Conquest Elimination,James Lock,L
s40_battle_of_the_eras,Olivia Kaiser,2,Hall Brawl,Nurys Mateo,W
s40_battle_of_the_eras,Olivia Kaiser,13,Stranded,Michele Fitzgerald,L
s41_vets_and_new_threats,Olivia Kaiser,6,Out of Time,Leka Sodade,W
s13_the_duel,Paula Meronek,4,Pole Wrestle,Aneesa Ferreira,L
s14_the_inferno_3,Paula Meronek,15,Shimmy,Aneesa Ferreira,W
s15_the_gauntlet_iii,Paula Meronek,8,Sliders,Katie Cooley,W
s16_the_island,Paula Meronek,4,Ball Buster,Ashli Robson,L
s17_the_duel_ii,Paula Meronek,7,Back Off,Aneesa Ferreira,L
s19_fresh_meat_ii,Paula Meronek,3,Lost and Found,Evelyn Smith,L
s19_fresh_meat_ii,Paula Meronek,3,Lost and Found,Luke Wolfe,L
s20_cutthroat,Paula Meronek,9/10,Pole Me Over,Emily Schromm,?
s21_rivals,Paula Meronek,1,Hands On,Aneesa Ferreira,W
s21_rivals,Paula Meronek,1,Hands On,Robin Hibbard,W
s22_battle_of_the_exes,Paula Meronek,6,Banded Together,Aneesa Ferreira,W
s22_battle_of_the_exes,Paula Meronek,6,Banded Together,Rachel Robinson,W
s22_battle_of_the_exes,Paula Meronek,8,Hall Pass,Emily Schromm,L
s22_battle_of_the_exes,Paula Meronek,8,Hall Pass,Ty Ruff,L
s32_final_reckoning,Paulie Calafiore,3,Think Outside the Box,Kam Williams,L
s32_final_reckoning,Paulie Calafiore,3,Think Outside the Box,Kayleigh Morris,L
s32_final_reckoning,Paulie Calafiore,19,Milk and Cookies,Johnny Bananas,W
s32_final_reckoning,Paulie Calafiore,19,Milk and Cookies,Tony Raines,W
s33_war_of_the_worlds,Paulie Calafiore,9,Wheel of Death,Kam Williams,W
s33_war_of_the_worlds,Paulie Calafiore,9,Wheel of Death,Ashley Cain,W
s40_battle_of_the_eras,Paulie Calafiore,2,Hall Brawl,Theo Campbell,L
s19_fresh_meat_ii,Pete Connolly,1,Lost and Found,Darrell Taylor,W
s19_fresh_meat_ii,Pete Connolly,1,Lost and Found,Cara Maria Sorbello,W
s19_fresh_meat_ii,Pete Connolly,5,Lost and Found,Danny Jamieson,W
s19_fresh_meat_ii,Pete Connolly,5,Lost and Found,Sandy Kang,W
s23_battle_of_the_seasons_2012,Preston Roberson-Charles,5,Balls Out,Chat Cannon,L
s23_battle_of_the_seasons_2012,Preston Roberson-Charles,5,Balls Out,Sarah Rice,L
s24_rivals_ii,Preston Roberson-Charles,3,Snapper,Derek Chavez,W
s24_rivals_ii,Preston Roberson-Charles,3,Snapper,Robb Schreiber,W
s24_rivals_ii,Preston Roberson-Charles,9,Breaking on Through,Jordan Wiseley,L
s24_rivals_ii,Preston Roberson-Charles,9,Breaking on Through,Marlon Williams,L
s25_free_agents,Preston Roberson-Charles,8,Oppenheimer,Cohutta Grindstaff,L
s37_spies_lies_allies,Priscilla Anyabu,8,Race to Escape,Berna Canbeldek,W
s37_spies_lies_allies,Priscilla Anyabu,8,Race to Escape,Hughie Maughan,W
s37_spies_lies_allies,Priscilla Anyabu,10,Seek and Destroy,Ashley Mitchell,L
s22_battle_of_the_exes,Priscilla Mendez,1,X Knocks the Spot,Mandi Moyer,L
s22_battle_of_the_exes,Priscilla Mendez,1,X Knocks the Spot,Wes Bergmann,L
s07_the_gauntlet,Rachel Braband,4,Hangman,Katie Cooley,W
s07_the_gauntlet,Rachel Braband,10,Ride 'Em Cowboy,Sarah Greyson,L
s14_the_inferno_3,Rachel Moyal,4,Ejection,Jenn Grijalva,L
s16_the_island,Rachel Robinson,3,The Rack,KellyAnne Judd,L
s22_battle_of_the_exes,Rachel Robinson,4,X Knocks the Spot,Jasmine Reynaud,W
s22_battle_of_the_exes,Rachel Robinson,4,X Knocks the Spot,Tyri Ballard-Brown,W
s22_battle_of_the_exes,Rachel Robinson,6,Banded Together,Dunbar Merrill,L
s22_battle_of_the_exes,Rachel Robinson,6,Banded Together,Paula Meronek,L
s40_battle_of_the_eras,Rachel Robinson,6,To the Point,Jonna Mannion,W
s40_battle_of_the_eras,Rachel Robinson,8,Fate of the Gladiators,Averey Tressler,W
s27_battle_of_the_bloodlines,Raphy Medrano,5,My Way or the Highway,Mitch Reid,L
s38_ride_or_dies,Ravyn Rochelle,3,Double Decker,Horacio Gutiérrez Jr.,L
s38_ride_or_dies,Ravyn Rochelle,3,Double Decker,Olivia Kaiser,L
s39_battle_for_a_new_champion,Ravyn Rochelle,3,Dirty Deeds,Jujuy Jiménez,W
s39_battle_for_a_new_champion,Ravyn Rochelle,11,Chain Reaction,Laurel Stucky,W
s37_spies_lies_allies,Renan Hellemans,1,Back Me Up,Corey Lay,L
s37_spies_lies_allies,Renan Hellemans,1,Back Me Up,Michele Fitzgerald,L
s24_rivals_ii,Robb Schreiber,1,Last Chance,Dunbar Merrill,W
s24_rivals_ii,Robb Schreiber,1,Last Chance,Tyri Ballard-Brown,W
s24_rivals_ii,Robb Schreiber,3,Snapper,Ryan Knight,L
s24_rivals_ii,Robb Schreiber,3,Snapper,Preston Roberson-Charles,L
s10_the_inferno_ii,Robin Hibbard,4,Shack Attack,Tina Barta,L
s13_the_duel,Robin Hibbard,6,Pole Wrestle,Casey Cooper,W
s13_the_duel,Robin Hibbard,10,Ascender,Aneesa Ferreira,L
s16_the_island,Robin Hibbard,3,The Rack,KellyAnne Judd,L
s17_the_duel_ii,Robin Hibbard,2,Duel Pole Dancing,Kimberly Alexander,L
s21_rivals,Robin Hibbard,| 1,| Hands On,Evelyn Smith,L
s21_rivals,Robin Hibbard,| 1,| Hands On,Paula Meronek,L
s22_battle_of_the_exes,Robin Hibbard,| 9,| X Battle,Camila Nakagawa,L
s22_battle_of_the_exes,Robin Hibbard,| 9,| X Battle,Johnny Bananas,L
s35_total_madness,Rogan O'Connor,5/6,Fire Ball,Jay Starrett,W
s35_total_madness,Rogan O'Connor,15,Hall Brawl,Nelson Thomas,W
s35_total_madness,Rogan O'Connor,16,Knock Out,Johnny Bananas,L
s41_vets_and_new_threats,Rogan O'Connor,1,Inertia,Justin Hinsley,L
s11_the_gauntlet_2,Ruthie Alcaide,5,Reverse Tug-O-War,Jisela Delgado,W
s11_the_gauntlet_2,Ruthie Alcaide,7,Reverse Tug-O-War,Beth Stolarczyk,L
s17_the_duel_ii,Ruthie Alcaide,5,Back Off,Kimberly Alexander,L
s12_fresh_meat,Ryan Kehoe,4,Forest Course,Wes Bergmann,L
s12_fresh_meat,Ryan Kehoe,4,Forest Course,Casey Cooper,L
s15_the_gauntlet_iii,Ryan Kehoe,5,Sliders,Derek McCray,W
s15_the_gauntlet_iii,Ryan Kehoe,7,Ram It Home,Nehemiah Clark,L
s16_the_island,Ryan Kehoe,7,Timber,Colie,L
s17_the_duel_ii,Ryan Kehoe,1,The Elevator,Nick Brown,W
s17_the_duel_ii,Ryan Kehoe,2,Push Over,MJ Garrett,L
s19_fresh_meat_ii,Ryan Kehoe,9/10,Weight for Me: Black Out,Jenn Grijalva,L
s19_fresh_meat_ii,Ryan Kehoe,9/10,Weight for Me: Black Out,Noor Jehangir,L
s40_battle_of_the_eras,Ryan Kehoe,2,Take Shelter,Brandon Nelson,W
s40_battle_of_the_eras,Ryan Kehoe,10,Killer Quads,Johnny Bananas,L
s23_battle_of_the_seasons_2012,Ryan Knight,7,Water Torture,Sam McGinn,L
s23_battle_of_the_seasons_2012,Ryan Knight,7,Water Torture,Zach Nichols,L
s24_rivals_ii,Ryan Knight,3,Snapper,Derek Chavez,W
s24_rivals_ii,Ryan Knight,3,Snapper,Robb Schreiber,W
s24_rivals_ii,Ryan Knight,9,Breaking on Through,Jordan Wiseley,L
s24_rivals_ii,Ryan Knight,9,Breaking on Through,Marlon Williams,L
s26_battle_of_the_exes_ii,Ryan Knight,4,Breaking Up,Adam Kuhn,L
s26_battle_of_the_exes_ii,Ryan Knight,4,Breaking Up,Brittany Baldi,L
s38_ride_or_dies,Sam Bird,1,You Move I Move,Devin Walker,L
s38_ride_or_dies,Sam Bird,1,You Move I Move,Tori Deal,L
s23_battle_of_the_seasons_2012,Sam McGinn,7,Water Torture,Jemmye Carroll,W
s23_battle_of_the_seasons_2012,Sam McGinn,7,Water Torture,Ryan Knight,W
s23_battle_of_the_seasons_2012,Sam McGinn,8,Hall Brawl,CJ Koegel,W
s23_battle_of_the_seasons_2012,Sam McGinn,8,Hall Brawl,Jasmine Reynaud,W
s19_fresh_meat_ii,Sandy Kang,5,Lost and Found,Jillian Zoboroski,L
s19_fresh_meat_ii,Sandy Kang,5,Lost and Found,Pete Connolly,L
s07_the_gauntlet,Sarah Greyson,1,Dead Man's Drop,David Broom,W
s07_the_gauntlet,Sarah Greyson,6,Dead Man's Drop,Matt Smith,W
s07_the_gauntlet,Sarah Greyson,9,Perfect Fit,Trishelle Cannatella,W
s07_the_gauntlet,Sarah Greyson,10,Ride 'Em Cowboy,Rachel Braband,W
s07_the_gauntlet,Sarah Greyson,13,Dead Man's Drop,Irulan Wilson,W
s18_the_ruins,Sarah Rice,4,Oh-Ring,Katie Cooley,W
s18_the_ruins,Sarah Rice,7,Crunch,Johanna Botta,W
s19_fresh_meat_ii,Sarah Rice,2,Weight for Me,Kenny Santucci,L
