season_id,player,episode,game,result
s36_double_agents,Kaycee Clark,4,Drone Control,S
s36_double_agents,Kaycee Clark,5,Agent Down,S
s36_double_agents,Kaycee Clark,6,Smuggle Run,S
s36_double_agents,Kaycee Clark,7,Aerial Takedown,W
s36_double_agents,Kaycee Clark,8,All Brawl,S
s36_double_agents,Kaycee Clark,9,Interrogation,L
s36_double_agents,Kaycee Clark,10,Black Sand Ops,S
s36_double_agents,Kaycee Clark,11/12,Air Lift,S
s36_double_agents,Kaycee Clark,12/13,Survive the Night,W
s36_double_agents,Kaycee Clark,14,Undercover,S
s36_double_agents,Kaycee Clark,15,Spy Dive,W
s36_double_agents,Kaycee Clark,16,Global Domination,W
s36_double_agents,Kaycee Clark,17,Escape the Volcano,S
s36_double_agents,Kaycee Clark,18/19,Final Mission,?
s37_spies_lies_allies,Kaycee Clark,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s37_spies_lies_allies,Kaycee Clark,1,Compromised,S
s37_spies_lies_allies,Kaycee Clark,2,Heli Heist,S
s37_spies_lies_allies,Kaycee Clark,3,Sea Cave Recon,S
s37_spies_lies_allies,Kaycee Clark,4,Undercover Comms,S
s37_spies_lies_allies,Kaycee Clark,5,Mindfield,S
s37_spies_lies_allies,Kaycee Clark,6/7,Turning Agents,W
s37_spies_lies_allies,Kaycee Clark,8,Dive Bomb,S
s37_spies_lies_allies,Kaycee Clark,9,Bombshell Battle,S
s37_spies_lies_allies,Kaycee Clark,10,Diamond Dash,W
s37_spies_lies_allies,Kaycee Clark,11,Satellite Sabotage,W
s37_spies_lies_allies,Kaycee Clark,12,Brush Contact,W
s37_spies_lies_allies,Kaycee Clark,13,Sunken Intelligence,W
s37_spies_lies_allies,Kaycee Clark,14,Submerged,S
s37_spies_lies_allies,Kaycee Clark,15,Boom Raiders,S
s37_spies_lies_allies,Kaycee Clark,16,Million Dollar Heist,W
s37_spies_lies_allies,Kaycee Clark,17,Dead Drop,S
s37_spies_lies_allies,Kaycee Clark,18,,?
s37_spies_lies_allies,Kaycee Clark,18/19,Final Mission,W
s37_spies_lies_allies,Kaycee Clark,18/19,Final Mission,W
s38_ride_or_dies,Kaycee Clark,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s38_ride_or_dies,Kaycee Clark,1,,?
s38_ride_or_dies,Kaycee Clark,2,Balancing Act,S
s38_ride_or_dies,Kaycee Clark,3,Build Me Up,S
s38_ride_or_dies,Kaycee Clark,4,Hold On for Me,S
s38_ride_or_dies,Kaycee Clark,5,Royal Relay,S
s38_ride_or_dies,Kaycee Clark,6,Down the Line,S
s38_ride_or_dies,Kaycee Clark,7,Peaking Blinders,S
s38_ride_or_dies,Kaycee Clark,8,Double Trouble,S
s38_ride_or_dies,Kaycee Clark,9,Haul or Nothing,S
s38_ride_or_dies,Kaycee Clark,10,Last Life,W
s38_ride_or_dies,Kaycee Clark,11,Spin Class,W
s38_ride_or_dies,Kaycee Clark,12,Chopper Drop,S
s38_ride_or_dies,Kaycee Clark,13,Blind Faith,W
s38_ride_or_dies,Kaycee Clark,14,Takes Two to Tango,W
s38_ride_or_dies,Kaycee Clark,14/15,,L
s40_battle_of_the_eras,Kaycee Clark,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s40_battle_of_the_eras,Kaycee Clark,1/2,Light It Up,S
s40_battle_of_the_eras,Kaycee Clark,3,Gladieater,S
s40_battle_of_the_eras,Kaycee Clark,4,Cradled Cranium,S
s40_battle_of_the_eras,Kaycee Clark,5,Fast Pass,W
s40_battle_of_the_eras,Kaycee Clark,6,Cloud Catcher,W
s40_battle_of_the_eras,Kaycee Clark,7,Leap of Faith,S
s40_battle_of_the_eras,Kaycee Clark,8,Battle for Honor,W
s40_battle_of_the_eras,Kaycee Clark,9,Bottoms Out,L
s31_vendettas,Kayleigh Morris,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s31_vendettas,Kayleigh Morris,1,Get Off the Rock,S
s31_vendettas,Kayleigh Morris,2/3,Who's Got Balls?,S
s31_vendettas,Kayleigh Morris,3/4,Vendettas,S
s31_vendettas,Kayleigh Morris,4/5,Food Wars,S
s31_vendettas,Kayleigh Morris,6/7,Gasping for Air,S
s31_vendettas,Kayleigh Morris,7/8,Puppet Master,W
s31_vendettas,Kayleigh Morris,8/9,Car Crash,S
s31_vendettas,Kayleigh Morris,9/10,Kickin' Ass,?
s32_final_reckoning,Kayleigh Morris,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s32_final_reckoning,Kayleigh Morris,1,Opening Challenge,S
s32_final_reckoning,Kayleigh Morris,2/3,Wreck Yourself,L
s32_final_reckoning,Kayleigh Morris,5,Shark Bait,S
s32_final_reckoning,Kayleigh Morris,6/7,Off the Rails,S
s32_final_reckoning,Kayleigh Morris,7/8,Dig Deep,W
s32_final_reckoning,Kayleigh Morris,8/9,Don't Push Me Around,L
s32_final_reckoning,Kayleigh Morris,10/11,Dunking for Dinner,L
s32_final_reckoning,Kayleigh Morris,11/12,In Redemption House,?
s32_final_reckoning,Kayleigh Morris,12/13,In Redemption House,?
s32_final_reckoning,Kayleigh Morris,14/15,In Redemption House,?
s32_final_reckoning,Kayleigh Morris,16/17,In Redemption House,?
s32_final_reckoning,Kayleigh Morris,17,In Redemption House,?
s32_final_reckoning,Kayleigh Morris,18,Rolling Thunder,L
s34_war_of_the_worlds_2,Kayleigh Morris,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s34_war_of_the_worlds_2,Kayleigh Morris,1,Trench Warfare,S
s34_war_of_the_worlds_2,Kayleigh Morris,2,Cryptic Crossbow,S
s34_war_of_the_worlds_2,Kayleigh Morris,3,Paddlewheel Puzzle,S
s34_war_of_the_worlds_2,Kayleigh Morris,4,Relic Runner,S
s34_war_of_the_worlds_2,Kayleigh Morris,5,Hooked,S
s34_war_of_the_worlds_2,Kayleigh Morris,6,Explosive Decision,S
s34_war_of_the_worlds_2,Kayleigh Morris,7,Resilient River Run,S
s34_war_of_the_worlds_2,Kayleigh Morris,8,Crate Expectations,S
s34_war_of_the_worlds_2,Kayleigh Morris,9,Under Siege,S
s34_war_of_the_worlds_2,Kayleigh Morris,10,Incoming,W
s34_war_of_the_worlds_2,Kayleigh Morris,11,Temple Wall Traverse,S
s34_war_of_the_worlds_2,Kayleigh Morris,12,Escape to Freedom,S
s34_war_of_the_worlds_2,Kayleigh Morris,13,Puzzling Swim,L
s05_battle_of_the_seasons,Kelley Limp,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s05_battle_of_the_seasons,Kelley Limp,1,Hang Man,S
s05_battle_of_the_seasons,Kelley Limp,3/4,Musical Inner-Tube Tango,S
s05_battle_of_the_seasons,Kelley Limp,5/6,Vertical Limit,W
s05_battle_of_the_seasons,Kelley Limp,6,Slam Dunk,S
s05_battle_of_the_seasons,Kelley Limp,7/8,Ladder of Doom,S
s05_battle_of_the_seasons,Kelley Limp,9,Round 'Em Up,S
s05_battle_of_the_seasons,Kelley Limp,10,Rush Hour,S
s05_battle_of_the_seasons,Kelley Limp,11,Hands on Saturn,S
s05_battle_of_the_seasons,Kelley Limp,12,Sidekick Showdown,S
s05_battle_of_the_seasons,Kelley Limp,13,Block Head,S
s05_battle_of_the_seasons,Kelley Limp,14,Siamese Wrestling,S
s05_battle_of_the_seasons,Kelley Limp,15,Handsome Reward,W
s16_the_island,KellyAnne Judd,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s16_the_island,KellyAnne Judd,1,Leaning Tower,S
s16_the_island,KellyAnne Judd,2,Ring Wrestle,S
s16_the_island,KellyAnne Judd,3,The Rack,W
s16_the_island,KellyAnne Judd,4,Ball Buster,S
s16_the_island,KellyAnne Judd,5,Bridge It,S
s16_the_island,KellyAnne Judd,6,Rat in a Cage,S
s16_the_island,KellyAnne Judd,7,Timber,S
s16_the_island,KellyAnne Judd,8,Water Bound,L
s18_the_ruins,KellyAnne Judd,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s18_the_ruins,KellyAnne Judd,1,Chain Gang,S
s18_the_ruins,KellyAnne Judd,2,Swing on By,L
s18_the_ruins,KellyAnne Judd,3,Repo Race,S
s18_the_ruins,KellyAnne Judd,4,Burning Bridge,S
s18_the_ruins,KellyAnne Judd,5,Block Party,S
s18_the_ruins,KellyAnne Judd,6,Fruits of Your Labor,L
s18_the_ruins,KellyAnne Judd,7,Rotary Club,S
s18_the_ruins,KellyAnne Judd,8/9,On the Fence,S
s18_the_ruins,KellyAnne Judd,9,Wall Walker,S
s18_the_ruins,KellyAnne Judd,10,Final Challenge,?
s27_battle_of_the_bloodlines,KellyAnne Judd,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s27_battle_of_the_bloodlines,KellyAnne Judd,1,Water Battle,S
s27_battle_of_the_bloodlines,KellyAnne Judd,2,Family Dinner,S
s27_battle_of_the_bloodlines,KellyAnne Judd,3/4,Meet Me Halfway,S
s27_battle_of_the_bloodlines,KellyAnne Judd,4/5,Air to the Throne,S
s27_battle_of_the_bloodlines,KellyAnne Judd,6,Family Connection,L
s27_battle_of_the_bloodlines,KellyAnne Judd,7,Hand Me Down,S
s27_battle_of_the_bloodlines,KellyAnne Judd,8,Too Clingy,L
s28_rivals_iii,KellyAnne Judd,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s28_rivals_iii,KellyAnne Judd,1/2,Give Me Some Slack,S
s28_rivals_iii,KellyAnne Judd,3,Dirty Laundry,S
s28_rivals_iii,KellyAnne Judd,4/5,Out on a Limb,S
s28_rivals_iii,KellyAnne Judd,6,Laps of Judgement,S
s28_rivals_iii,KellyAnne Judd,7,Road to Nowhere,L
s28_rivals_iii,KellyAnne Judd,8/9,Up All Night,L
s40_battle_of_the_eras,KellyAnne Judd,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s40_battle_of_the_eras,KellyAnne Judd,1/2,Light It Up,L
s37_spies_lies_allies,Kelz Dyke,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s37_spies_lies_allies,Kelz Dyke,1,Compromised,S
s37_spies_lies_allies,Kelz Dyke,2,Heli Heist,L
s08_the_inferno,Kendal Sheppard,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s08_the_inferno,Kendal Sheppard,1,Grope the Rope,S
s08_the_inferno,Kendal Sheppard,2,Bird Feeder,S
s08_the_inferno,Kendal Sheppard,3,Wreck N' Roll,S
s08_the_inferno,Kendal Sheppard,4,Climbing Wall,S
s08_the_inferno,Kendal Sheppard,5,Disco Domino Derby,S
s08_the_inferno,Kendal Sheppard,6,Balls Out,S
s08_the_inferno,Kendal Sheppard,7,Ultimate Saturn Road Trip,S
s08_the_inferno,Kendal Sheppard,8,Don't Yank My Chain,S
s08_the_inferno,Kendal Sheppard,9,Come Sail Away,S
s08_the_inferno,Kendal Sheppard,10,Bungee Bound,S
s08_the_inferno,Kendal Sheppard,11,Twist and Shoot,S
s08_the_inferno,Kendal Sheppard,12,Balcony Swing,S
s08_the_inferno,Kendal Sheppard,13,Fallen Angels,S
s08_the_inferno,Kendal Sheppard,14/15,Saturn Valet Ballet,L
s08_the_inferno,Kendal Sheppard,15/16,Window Washing,S
s08_the_inferno,Kendal Sheppard,17,Seven Deadly Sins,W
s38_ride_or_dies,Kenny Clark,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s38_ride_or_dies,Kenny Clark,1,,?
s38_ride_or_dies,Kenny Clark,2,Balancing Act,S
s38_ride_or_dies,Kenny Clark,3,Build Me Up,S
s38_ride_or_dies,Kenny Clark,4,Hold On for Me,S
s38_ride_or_dies,Kenny Clark,5,Royal Relay,S
s38_ride_or_dies,Kenny Clark,6,Down the Line,S
s38_ride_or_dies,Kenny Clark,7,Peaking Blinders,S
s38_ride_or_dies,Kenny Clark,8,Double Trouble,S
s38_ride_or_dies,Kenny Clark,9,Haul or Nothing,S
s38_ride_or_dies,Kenny Clark,10,Last Life,L
s38_ride_or_dies,Kenny Clark,11,Not in Game,?
s38_ride_or_dies,Kenny Clark,12,Not in Game,?
s38_ride_or_dies,Kenny Clark,13,Not in Game,?
s38_ride_or_dies,Kenny Clark,14,Not in Game,?
s38_ride_or_dies,Kenny Clark,14/15,,L
s12_fresh_meat,Kenny Santucci,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s12_fresh_meat,Kenny Santucci,1,Stuck on Me,S
s12_fresh_meat,Kenny Santucci,2,Bushwhacked,S
s12_fresh_meat,Kenny Santucci,3,Hang On,S
s12_fresh_meat,Kenny Santucci,4,Jail Break,S
s12_fresh_meat,Kenny Santucci,5,Climber's Paradise,S
s12_fresh_meat,Kenny Santucci,6,Rollin' in Oats,S
s12_fresh_meat,Kenny Santucci,7,Crossed Paths,S
s12_fresh_meat,Kenny Santucci,8,Incredible Deflating Kayak,S
s12_fresh_meat,Kenny Santucci,9,Swimming with Sharks,S
s12_fresh_meat,Kenny Santucci,10,Human Ox Pull,L
s12_fresh_meat,Kenny Santucci,11,Batten Down the Hatches,S
s12_fresh_meat,Kenny Santucci,12,Jump Down Under,S
s12_fresh_meat,Kenny Santucci,13,Deep Blue,S
s12_fresh_meat,Kenny Santucci,14,Target Training,L
s12_fresh_meat,Kenny Santucci,15,What a Croc,W
s12_fresh_meat,Kenny Santucci,16,Miles of Exile,?
s13_the_duel,Kenny Santucci,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s13_the_duel,Kenny Santucci,1/2,Reaching Out,S
s13_the_duel,Kenny Santucci,2/3,Ring Toss,W
s13_the_duel,Kenny Santucci,3,Pass with Care,S
s13_the_duel,Kenny Santucci,4,Roller Derby,S
s13_the_duel,Kenny Santucci,5,Push Over,L
s14_the_inferno_3,Kenny Santucci,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s14_the_inferno_3,Kenny Santucci,1,Unbraided,S
s14_the_inferno_3,Kenny Santucci,2/3,Ladder Race,S
s14_the_inferno_3,Kenny Santucci,3,Battering Ram,S
s14_the_inferno_3,Kenny Santucci,4,Wrap and Roll,S
s14_the_inferno_3,Kenny Santucci,5,Rope Burn,S
s14_the_inferno_3,Kenny Santucci,6,Reversible Climbing Wall,S
s14_the_inferno_3,Kenny Santucci,7,Grape Smash,S
s14_the_inferno_3,Kenny Santucci,8,Steady as You Go,S
s14_the_inferno_3,Kenny Santucci,9,Leaps and Bounds,S
s14_the_inferno_3,Kenny Santucci,10,Dog Day Afternoon,W
s14_the_inferno_3,Kenny Santucci,11,Hand Car,S
s14_the_inferno_3,Kenny Santucci,12,Giraffic Park,S
s14_the_inferno_3,Kenny Santucci,13,Captain's Chair,S
s14_the_inferno_3,Kenny Santucci,14,Hook Me,W
s14_the_inferno_3,Kenny Santucci,15,Nothin' but Net,S
s14_the_inferno_3,Kenny Santucci,16,The Big Five,W
s15_the_gauntlet_iii,Kenny Santucci,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s15_the_gauntlet_iii,Kenny Santucci,1,Tug of War,W
s15_the_gauntlet_iii,Kenny Santucci,1,Piñata Pit,W
s15_the_gauntlet_iii,Kenny Santucci,2,Screw You,W
s15_the_gauntlet_iii,Kenny Santucci,2,Roped In,W
s15_the_gauntlet_iii,Kenny Santucci,3,Wring Out,W
s15_the_gauntlet_iii,Kenny Santucci,3,Blind Man's Maze,S
s15_the_gauntlet_iii,Kenny Santucci,4,Push It,W
s15_the_gauntlet_iii,Kenny Santucci,4,Man Overboard,W
s15_the_gauntlet_iii,Kenny Santucci,5,Assembly Required,S
s15_the_gauntlet_iii,Kenny Santucci,5,Walk the Plank,W
s15_the_gauntlet_iii,Kenny Santucci,6,Pole Push,W
s15_the_gauntlet_iii,Kenny Santucci,6,I Dig You,W
s15_the_gauntlet_iii,Kenny Santucci,7,Over the Edge,S
s15_the_gauntlet_iii,Kenny Santucci,7,Mexican Blanket,W
s15_the_gauntlet_iii,Kenny Santucci,8/9,Chill Out,S
s15_the_gauntlet_iii,Kenny Santucci,8/9,Well-Balanced,S
s15_the_gauntlet_iii,Kenny Santucci,9,Army Strong,?
s16_the_island,Kenny Santucci,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s16_the_island,Kenny Santucci,1,Leaning Tower,S
s16_the_island,Kenny Santucci,2,Ring Wrestle,S
s16_the_island,Kenny Santucci,3,The Rack,S
s16_the_island,Kenny Santucci,4,Ball Buster,S
s16_the_island,Kenny Santucci,5,Bridge It,S
s16_the_island,Kenny Santucci,6,Rat in a Cage,S
s16_the_island,Kenny Santucci,7,Timber,S
s16_the_island,Kenny Santucci,8,Water Bound,S
s16_the_island,Kenny Santucci,8,Final Challenge,W
s18_the_ruins,Kenny Santucci,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s18_the_ruins,Kenny Santucci,1,Chain Gang,S
s18_the_ruins,Kenny Santucci,2,Swing on By,S
s18_the_ruins,Kenny Santucci,3,Repo Race,S
s18_the_ruins,Kenny Santucci,4,Burning Bridge,S
s18_the_ruins,Kenny Santucci,5,Block Party,S
s18_the_ruins,Kenny Santucci,6,Fruits of Your Labor,S
s18_the_ruins,Kenny Santucci,7,Rotary Club,S
s18_the_ruins,Kenny Santucci,8/9,On the Fence,S
s18_the_ruins,Kenny Santucci,9,Wall Walker,S
s18_the_ruins,Kenny Santucci,10,Final Challenge,W
s19_fresh_meat_ii,Kenny Santucci,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s19_fresh_meat_ii,Kenny Santucci,1,Dirty Mouth,W
s19_fresh_meat_ii,Kenny Santucci,2,I'll Be There for You,L
s19_fresh_meat_ii,Kenny Santucci,3,Water Logged,W
s19_fresh_meat_ii,Kenny Santucci,4,King of the Wall,W
s19_fresh_meat_ii,Kenny Santucci,5,Drop Out,W
s19_fresh_meat_ii,Kenny Santucci,6,Turn Style,S
s19_fresh_meat_ii,Kenny Santucci,7,Airheads,S
s19_fresh_meat_ii,Kenny Santucci,8/9,Wrecking Ball,S
s19_fresh_meat_ii,Kenny Santucci,9/10,Obstacle,W
s19_fresh_meat_ii,Kenny Santucci,10,Final Challenge,?
s21_rivals,Kenny Santucci,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s21_rivals,Kenny Santucci,1,High Dive,S
s21_rivals,Kenny Santucci,2,Car Crusher,L
s21_rivals,Kenny Santucci,3,Sync or Swim,S
s21_rivals,Kenny Santucci,4,Hammock Crawl,L
s21_rivals,Kenny Santucci,5,Against the Current,S
s21_rivals,Kenny Santucci,6,Catch and Release,W
s21_rivals,Kenny Santucci,7,Sawed Off,S
s21_rivals,Kenny Santucci,8/9,Bombs Away,S
s21_rivals,Kenny Santucci,9/10,Final Challenge,?
s38_ride_or_dies,Kim Tränka,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s38_ride_or_dies,Kim Tränka,1,Bolas for Blood,S
s38_ride_or_dies,Kim Tränka,2,Balancing Act,S
s38_ride_or_dies,Kim Tränka,3,Build Me Up,S
s38_ride_or_dies,Kim Tränka,4,Hold On for Me,L
s38_ride_or_dies,Kim Tränka,5,Royal Relay,L
s17_the_duel_ii,Kimberly Alexander,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s17_the_duel_ii,Kimberly Alexander,1/2,Last Man Standing,S
s17_the_duel_ii,Kimberly Alexander,2,Freezing as Puck,L
s17_the_duel_ii,Kimberly Alexander,3,All Shook Up,S
s17_the_duel_ii,Kimberly Alexander,4,Luging My Mind,S
s17_the_duel_ii,Kimberly Alexander,5,Don't Let Go,L
s17_the_duel_ii,Kimberly Alexander,6,Dangle Duo,L
s18_the_ruins,Kimberly Alexander,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s18_the_ruins,Kimberly Alexander,1,Chain Gang,S
s18_the_ruins,Kimberly Alexander,2,Swing on By,S
s18_the_ruins,Kimberly Alexander,3,Repo Race,S
s18_the_ruins,Kimberly Alexander,4,Burning Bridge,S
s18_the_ruins,Kimberly Alexander,5,Block Party,L
s18_the_ruins,Kimberly Alexander,6,Fruits of Your Labor,S
s18_the_ruins,Kimberly Alexander,7,Rotary Club,S
s18_the_ruins,Kimberly Alexander,8/9,On the Fence,L
s09_battle_of_the_sexes_2,Kina Dean,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s09_battle_of_the_sexes_2,Kina Dean,1/2,Dangle Drop,S
s09_battle_of_the_sexes_2,Kina Dean,3,Snake Pit Poker,S
s09_battle_of_the_sexes_2,Kina Dean,4,Melt with You,L
s11_the_gauntlet_2,Kina Dean,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s11_the_gauntlet_2,Kina Dean,1,Royal Rumble,S
s11_the_gauntlet_2,Kina Dean,2,Chock Full o' Coconuts,W
s11_the_gauntlet_2,Kina Dean,3,Team Builders,S
s11_the_gauntlet_2,Kina Dean,4,Moving Pyramid,S
s11_the_gauntlet_2,Kina Dean,5,Spongeworthy,W
s11_the_gauntlet_2,Kina Dean,6,Body Painters,S
s11_the_gauntlet_2,Kina Dean,7,Rickshaw Races,W
s11_the_gauntlet_2,Kina Dean,8,Team Strength,W
s11_the_gauntlet_2,Kina Dean,9,Balancing Act,W
s11_the_gauntlet_2,Kina Dean,10,Buck-A-Neer,W
s11_the_gauntlet_2,Kina Dean,11,Pull Me,L
s11_the_gauntlet_2,Kina Dean,12,Spare Tires,S
s11_the_gauntlet_2,Kina Dean,13,Easy Does It,W
s11_the_gauntlet_2,Kina Dean,14,The Pit,W
s11_the_gauntlet_2,Kina Dean,15,Blind Trust,L
s11_the_gauntlet_2,Kina Dean,16/17,Piece by Piece,W
s11_the_gauntlet_2,Kina Dean,17,Bet Your Booty,W
s13_the_duel,Kina Dean,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s13_the_duel,Kina Dean,1/2,Reaching Out,S
s13_the_duel,Kina Dean,2/3,Ring Toss,S
s13_the_duel,Kina Dean,3,Pass with Care,S
s13_the_duel,Kina Dean,4,Roller Derby,S
s13_the_duel,Kina Dean,5,Push Over,S
s13_the_duel,Kina Dean,6,Flying Leap,S
s13_the_duel,Kina Dean,7,Throwback,W
s13_the_duel,Kina Dean,8,Rafty Race,S
s13_the_duel,Kina Dean,9,Pole Dance,S
s13_the_duel,Kina Dean,10,Dine-N-Dash,S
s13_the_duel,Kina Dean,11,Stacking Stairs,S
s13_the_duel,Kina Dean,12,Ice Breakers,L
s39_battle_for_a_new_champion,Kyland Young,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s39_battle_for_a_new_champion,Kyland Young,1,Hole Control,S
s39_battle_for_a_new_champion,Kyland Young,2,Ball Control,S
s39_battle_for_a_new_champion,Kyland Young,3,Control Tower,S
s39_battle_for_a_new_champion,Kyland Young,4,Under Control,L
s39_battle_for_a_new_champion,Kyland Young,5,Upside Down Whirled,S
s39_battle_for_a_new_champion,Kyland Young,6,Bingo Bango,W
s39_battle_for_a_new_champion,Kyland Young,7,Working the Angles,W
s39_battle_for_a_new_champion,Kyland Young,8,Tower of Power,S
s39_battle_for_a_new_champion,Kyland Young,9,Doom Sticks,S
s39_battle_for_a_new_champion,Kyland Young,10,Sky Ball,L
s39_battle_for_a_new_champion,Kyland Young,11,Banquet of Champions,S
s39_battle_for_a_new_champion,Kyland Young,12,We All Fall Down,S
s39_battle_for_a_new_champion,Kyland Young,13,Getting Tanked,L
s39_battle_for_a_new_champion,Kyland Young,14,Off in the Distance,W
s39_battle_for_a_new_champion,Kyland Young,15,Dark Tide,L
s39_battle_for_a_new_champion,Kyland Young,16,End of the Line,L
s40_battle_of_the_eras,Kyland Young,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s40_battle_of_the_eras,Kyland Young,1/2,Light It Up,S
s40_battle_of_the_eras,Kyland Young,3,Gladieater,S
s40_battle_of_the_eras,Kyland Young,4,Cradled Cranium,S
s40_battle_of_the_eras,Kyland Young,5,Fast Pass,W
s40_battle_of_the_eras,Kyland Young,6,Cloud Catcher,W
s40_battle_of_the_eras,Kyland Young,7,Leap of Faith,L
s40_battle_of_the_eras,Kyland Young,8,Battle for Honor,W
s40_battle_of_the_eras,Kyland Young,9,Bottoms Out,L
s40_battle_of_the_eras,Kyland Young,10,Fire Away,S
s40_battle_of_the_eras,Kyland Young,11,Building Bridges,W
s40_battle_of_the_eras,Kyland Young,12,Duned,W
s40_battle_of_the_eras,Kyland Young,13,40 Yard Dash,S
s40_battle_of_the_eras,Kyland Young,14,'Nother Trucker,S
s40_battle_of_the_eras,Kyland Young,15,Tight Quarters,W
s40_battle_of_the_eras,Kyland Young,16,Fire Plunge,S
s40_battle_of_the_eras,Kyland Young,17,Fortress Bricks,S
s40_battle_of_the_eras,Kyland Young,18/19,Final Challenge,?
s31_vendettas,Kyle Christie,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s31_vendettas,Kyle Christie,1,Get Off the Rock,S
s31_vendettas,Kyle Christie,2/3,Who’s Got Balls?,S
s31_vendettas,Kyle Christie,3/4,Vendettas,S
s31_vendettas,Kyle Christie,4/5,Food Wars,S
s31_vendettas,Kyle Christie,6/7,Gasping for Air,W
s31_vendettas,Kyle Christie,7/8,Puppet Master,W
s31_vendettas,Kyle Christie,8/9,Car Crash,S
s31_vendettas,Kyle Christie,9/10,Kickin' Ass,W
s31_vendettas,Kyle Christie,11,This Land is My Land,S
s31_vendettas,Kyle Christie,12,Spanish Treasure,S
s31_vendettas,Kyle Christie,12/13,"Help Me, Rhonda",S
s31_vendettas,Kyle Christie,13,Outside the Box,S
s31_vendettas,Kyle Christie,14,Final Challenge,?
s32_final_reckoning,Kyle Christie,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s32_final_reckoning,Kyle Christie,1,Opening Challenge,S
s32_final_reckoning,Kyle Christie,2/3,Wreck Yourself,W
s32_final_reckoning,Kyle Christie,5,Shark Bait,W
s32_final_reckoning,Kyle Christie,6/7,Off the Rails,S
s32_final_reckoning,Kyle Christie,7/8,Dig Deep,S
s32_final_reckoning,Kyle Christie,8/9,Don't Push Me Around,S
s32_final_reckoning,Kyle Christie,10/11,Dunking for Dinner,S
s32_final_reckoning,Kyle Christie,11/12,Sky Bridge,L
s32_final_reckoning,Kyle Christie,},,?
s33_war_of_the_worlds,Kyle Christie,"{| class=""wikitable"" style=""margin:left; text-align:center; font-size: 9pt;""",,?
s33_war_of_the_worlds,Kyle Christie,1,Impending Dune,S
s33_war_of_the_worlds,Kyle Christie,2,Arms-a-geddon Tired,S
s33_war_of_the_worlds,Kyle Christie,3,Search and Destroy,S
s33_war_of_the_worlds,Kyle Christie,4,Fallout,L
s33_war_of_the_worlds,Kyle Christie,5,Tired Out,S
s33_war_of_the_worlds,Kyle Christie,6,Doom Buggy,W
s33_war_of_the_worlds,Kyle Christie,7,Eye in the Sky,S
s33_war_of_the_worlds,Kyle Christie,8,Brain Freeze,S
s33_war_of_the_worlds,Kyle Christie,9,Road Warrior,W
s33_war_of_the_worlds,Kyle Christie,10,Fandemonium,L
s33_war_of_the_worlds,Kyle Christie,11/12,Highway to Hell,S
s33_war_of_the_worlds,Kyle Christie,12/13,Day of Wreckoning,L
